longitude	latitude	speed
-122.426762	45.502267	2.6
-122.426932	45.50227	2.6
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
-122.426943	45.50227	0
