longitude	latitude	speed
-122.750902	45.516462	12.2
-122.750085	45.516458	12.8
-122.749328	45.516272	12.4
-122.748598	45.516123	11.8
-122.747892	45.515997	11.2
-122.747258	45.5159	9.8
-122.746695	45.515852	8.6
-122.746313	45.515823	5.2
-122.746208	45.515818	1.2
-122.745512	45.515992	2.56
-122.744828	45.51624	12.4
-122.744052	45.516568	14.2
-122.743263	45.516993	15.6
-122.742527	45.51751	16.2
-122.74174	45.518027	16.8
-122.740858	45.518438	16.4
-122.739888	45.518755	16.4
-122.738973	45.519033	15.4
-122.738083	45.519307	12
-122.737227	45.519553	14.4
-122.73628	45.519615	17.8
-122.735455	45.519487	10.4
-122.735212	45.519428	4.4
-122.734047	45.519178	3.066666666666667
-122.733278	45.519013	12.4
-122.732415	45.518823	14
-122.73151	45.518673	14.4
-122.73057	45.51869	14.6
-122.729685	45.518898	14.6
-122.728913	45.519252	14.2
-122.728237	45.519577	12.8
-122.72755	45.519727	11.4
-122.727202	45.519728	5.6
-122.726295	45.519717	2.76
-122.725408	45.519467	14.8
-122.724598	45.519158	14.4
-122.72386	45.518938	12.6
-122.723055	45.518937	12.4
-122.72227	45.519235	13.6
-122.72166	45.519753	14.8
-122.721093	45.52029	14.6
-122.720507	45.520837	15.2
-122.719987	45.52133	13.8
-122.719348	45.521693	13
-122.718392	45.521682	14.2
-122.717515	45.521605	13.4
-122.716745	45.521815	13
-122.716085	45.522242	14
-122.715315	45.522588	14.2
-122.714307	45.522697	16
-122.713245	45.522698	15.8
-122.712403	45.52276	13.2
-122.711873	45.522847	8.4
-122.711283	45.522973	9.6
-122.710508	45.523202	13
-122.709665	45.523437	14
-122.708753	45.523675	15.2
-122.707972	45.523847	8
-122.707432	45.523902	8.4
-122.70618	45.52401	9.6
-122.705525	45.524055	10.2
-122.704993	45.524077	8.2
-122.704773	45.524082	3.2
-122.704592	45.52409	2.8
-122.704245	45.5241	5.2
-122.703698	45.524117	8.4
-122.703053	45.524142	10
-122.702508	45.524155	8.4
-122.702203	45.524125	4.8
-122.702037	45.524097	2.6
-122.701947	45.524078	1.4
-122.701893	45.524068	0.26666666666666666
-122.701618	45.524007	4.4
-122.701185	45.5239	7
-122.700687	45.523795	8
-122.700227	45.523713	7.4
-122.699918	45.523665	4.8
-122.699737	45.523633	2.8
-122.699562	45.523605	2.8
-122.699498	45.523597	0.25
-122.69922	45.523558	4.2
-122.69883	45.523502	6.2
-122.698398	45.523438	6.8
-122.697943	45.523378	7.2
-122.697505	45.52334	6.8
