longitude	latitude	speed
-122.539762	45.518958	3.238095238095238
-122.539078	45.518962	10.6
-122.538285	45.518965	10.166666666666666
-122.537707	45.518968	8.6
-122.537378	45.51896	5.75
-122.537238	45.518952	1.3333333333333333
-122.536713	45.51897	1.4375
-122.53608	45.518977	10.2
-122.535347	45.518983	11.4
-122.53455	45.518988	12.4
-122.533818	45.518993	10.8
-122.533388	45.518983	5.6
-122.532442	45.519005	2.5483870967741935
-122.531732	45.51901	11
-122.531053	45.519013	10.4
-122.53037	45.519013	10.6
-122.529818	45.51901	7.8
-122.529667	45.519002	1.6
-122.52913	45.519022	2.4
-122.528482	45.519028	10.2
-122.527778	45.519032	11
-122.527043	45.519037	11.4
-122.526278	45.51904	11.8
-122.52548	45.519045	12.4
-122.524675	45.519045	12.6
-122.52387	45.519048	12.4
-122.523053	45.519053	12.6
-122.52223	45.519055	12.6
-122.521437	45.519057	12.2
-122.520675	45.519057	11.8
-122.5199	45.519058	12
-122.519107	45.519062	12.2
-122.518337	45.519065	11.8
-122.517578	45.519067	11.8
-122.516838	45.519065	11.2
-122.516358	45.519052	6.4
-122.514993	45.519078	4.44
-122.514275	45.51908	11.2
-122.513533	45.519083	11.4
-122.512773	45.519088	11.8
-122.511985	45.51909	12.2
-122.511218	45.519093	11.6
-122.5106	45.519088	8.8
-122.509735	45.519103	3.5
-122.509032	45.519105	11
-122.508275	45.519108	11.8
-122.50749	45.519112	12.2
-122.506685	45.519113	12.4
-122.505853	45.519112	12.8
-122.505023	45.519113	12.8
-122.504197	45.51911	12.8
-122.503372	45.519112	12.8
-122.502547	45.51911	10.2
-122.501733	45.519107	15
-122.500922	45.519108	12.6
-122.50012	45.519105	12.2
-122.499362	45.519098	11.6
-122.498852	45.519083	6.4
-122.498145	45.519098	1.7
-122.497435	45.519098	10.8
-122.496727	45.519095	11
-122.496123	45.519088	9.4
-122.495915	45.51908	3.4
-122.49516	45.519093	2.28
-122.49441	45.519097	11.4
-122.493617	45.519097	12.4
-122.492837	45.519098	12
-122.492025	45.519098	12.4
-122.491185	45.519097	13
-122.49035	45.519098	13
-122.489553	45.5191	12.2
-122.488935	45.519087	9.6
-122.48875	45.519082	3
-122.488518	45.519092	1.2
-122.487922	45.519097	9
-122.487205	45.519097	11
-122.486428	45.519097	12
-122.485673	45.519095	11.8
-122.484882	45.519098	12.2
-122.484035	45.519097	13
-122.483192	45.519098	13
-122.48233	45.5191	13.4
-122.481475	45.5191	13
-122.480642	45.519102	13
-122.47983	45.519102	12.6
-122.479028	45.519102	12.2
-122.478255	45.519103	12
-122.477667	45.519105	9.2
-122.47734	45.519107	5
-122.476808	45.5191	8.2
-122.476477	45.51909	5.2
-122.476065	45.519103	2.066666666666667
-122.475425	45.519105	9.8
-122.474677	45.519103	11.6
-122.4739	45.519103	12
-122.473113	45.519102	12.2
-122.472333	45.5191	12
-122.472062	45.51909	4.4
-122.471593	45.519098	1.8
-122.470893	45.5191	10.8
-122.470273	45.51909	9.6
-122.470107	45.519085	2.6
-122.469655	45.519097	2.2666666666666666
-122.469087	45.519095	8.8
-122.468552	45.519097	8.4
-122.468293	45.519097	3.8
-122.467932	45.5191	5.6
-122.46732	45.5191	9.6
-122.466648	45.519095	10.2
-122.465873	45.519092	12
-122.465067	45.519092	12.4
-122.464253	45.51909	12.6
-122.46345	45.51909	12.4
-122.462635	45.51909	12.6
-122.46182	45.519088	12.6
-122.460978	45.519087	13
-122.460128	45.519088	13.2
-122.459312	45.51908	12.6
-122.459022	45.519065	4.4
-122.45799	45.519075	4
-122.45729	45.519075	10.8
-122.456548	45.519073	11.4
-122.455872	45.51907	10.4
-122.455503	45.519068	5.6
-122.455305	45.519063	3.2
-122.454907	45.519037	6.2
-122.453718	45.519063	3.68
-122.452873	45.519065	13
-122.452	45.519062	13.6
-122.451137	45.519062	13.2
-122.449368	45.519058	13.7
-122.44846	45.519055	14
-122.447562	45.519053	13.8
-122.446683	45.51905	13.6
-122.445757	45.519048	14.4
-122.444825	45.51905	14.4
-122.443923	45.519045	13.8
-122.443037	45.519045	13.8
-122.442113	45.519047	14.2
-122.441173	45.519045	14.6
-122.440295	45.51904	13.6
-122.439687	45.519022	9.2
-122.439002	45.519027	2.7
-122.438312	45.51903	10.8
-122.43754	45.519028	11.8
-122.436745	45.519028	12.4
-122.435937	45.519027	12.4
-122.435147	45.519027	12.2
-122.434493	45.519025	10.2
-122.434017	45.519023	7.2
-122.433467	45.51902	8.6
-122.433173	45.519008	4.4
-122.432668	45.51902	2.6666666666666665
-122.4319	45.519023	12
-122.431003	45.519023	13.8
-122.430072	45.519023	14.4
-122.429133	45.519022	14.6
-122.42821	45.51902	14.2
-122.42729	45.519017	14.2
-122.426362	45.519015	14.4
-122.425422	45.519015	14.6
-122.42449	45.519017	14.4
-122.423577	45.519015	14
-122.422665	45.519017	14.2
-122.42178	45.519017	13.6
-122.420907	45.519013	13.6
-122.419983	45.519012	14.2
-122.41902	45.519013	15
-122.418112	45.519012	14
-122.417478	45.519	9.6
-122.417295	45.518995	2.6
-122.416173	45.51901	3.56
-122.415303	45.519012	13.4
-122.41445	45.519012	13.2
-122.41362	45.519008	12.8
-122.413007	45.519005	9.2
-122.412775	45.519003	3.4
-122.412763	45.519002	0.04
-122.412745	45.519002	0.25
-122.412745	45.519002	0
-122.412745	45.519002	0
-122.412662	45.519	1.4
-122.4122	45.518995	7.4
-122.411857	45.518985	5
-122.410908	45.518995	3.9473684210526314
-122.409955	45.518995	12.333333333333334
-122.40894	45.518995	19.5
-122.407962	45.518995	12.666666666666666
-122.405983	45.518995	17
-122.404943	45.518993	16
-122.403908	45.518993	16
-122.402863	45.518992	13.333333333333334
-122.401915	45.518985	18.25
-122.401437	45.518977	7
-122.399988	45.518988	4.52
-122.399175	45.518988	12.6
-122.398723	45.518988	6.6
-122.398598	45.518973	2
-122.398505	45.51877	5
-122.398533	45.51857	4.2
-122.398518	45.5182	2.1
-122.398502	45.517662	12
-122.398495	45.517032	13.8
-122.3985	45.516398	13.8
-122.398573	45.515758	14.2
-122.398727	45.515098	14.6
-122.398972	45.514433	15.2
-122.399313	45.513758	15.6
-122.399692	45.513113	15.4
-122.399973	45.512438	15.6
-122.400078	45.511672	16.8
-122.400082	45.510993	14.8
-122.400078	45.510438	12
-122.400083	45.509967	10.4
-122.400085	45.509417	12.2
-122.400085	45.508775	14.2
-122.400078	45.508115	14.4
-122.400065	45.506828	14.1
-122.400067	45.506193	14
-122.400093	45.505605	12.8
-122.400092	45.505125	10.2
-122.400103	45.504875	5
-122.40045	45.504803	6.75
-122.40118	45.504825	11.4
-122.402137	45.504835	14.8
-122.403138	45.504845	15.4
-122.404127	45.504852	15.2
-122.405128	45.504858	15.4
-122.40613	45.504862	15.4
-122.407117	45.504867	15.2
-122.408092	45.504868	15
-122.409057	45.504872	15
-122.410013	45.504878	14.6
-122.410963	45.504883	14.6
-122.411917	45.504885	14.8
-122.412868	45.50489	14.6
-122.413523	45.504895	9.6
-122.41368	45.504897	2.2
-122.413712	45.504895	0.06666666666666667
-122.414123	45.504895	6.8
-122.414812	45.504888	10.8
-122.415587	45.504878	12
-122.416363	45.504865	11.8
-122.416917	45.504857	8.2
-122.417122	45.504853	3
-122.417168	45.504852	0.26666666666666666
-122.417547	45.504848	6
-122.418183	45.50484	10.2
-122.419742	45.504818	12
-122.420497	45.50481	11.6
-122.421172	45.504873	10.4
-122.421582	45.504937	6
-122.422242	45.504985	2.7
-122.423047	45.505023	12.6
-122.423908	45.505002	13.2
-122.42477	45.504973	13.2
-122.425547	45.504932	11.8
-122.425973	45.50488	5.5
-122.426103	45.504603	8.5
-122.4261	45.504158	10
-122.426232	45.5037	10.2
-122.426298	45.503322	8
-122.4263	45.503237	1.6
-122.426263	45.50267	0.5727272727272728
-122.426205	45.502455	4.6
-122.426253	45.50229	3.1666666666666665
-122.42666	45.502262	8
-122.426958	45.50227	4
(832 rows)
